store,animal,category,brand,product_title,normal_price,sale_price,sale,age_group,product_page_url,image_url
Pets place,Hond,Apotheek,Flea Free,Flea Free Spot-On Combo Hond Medium - Anti vlooien en tekenmiddel - 4 pip 10-20 Kg,"29,50","29,50",0,Alle Leeftijden,https://www.petsplace.nl/flea-free-spot-on-combo-hond-anti-vlooien-en-tekenmiddel-m-8713112004034-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/7027_30013037_1.webp
Pets place,Hond,Apotheek,Milbemax,Milbemax Milbemax Hond - Anti wormenmiddel - 2 tab 10-50kg,"13,49","13,49",0,Alle Leeftijden,https://www.petsplace.nl/milbemax-milbemax-hond-anti-wormenmiddel-5420036926634-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/5363_30001383_1.webp
Pets place,Hond,Apotheek,Vetramil,Vetramil Honingzalf - Huidverzorging - 30 g,"23,49","23,49",0,Alle Leeftijden,https://www.petsplace.nl/vetramil-honingzalf-huidverzorging-8717438010168-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/5492_337567_1.webp
Pets place,Hond,Apotheek,PUUR Natuur,Puur Natuur Glucosamine Compleet Hond&Kat - Voedingssupplement - Gewrichten - Spieren - 250 g,"41,49","41,49",0,Alle Leeftijden,https://www.petsplace.nl/puur-natuur-glucosamine-compleet-hond-kat-voedingssupplement-gewrichten-spieren-m-8718182710168-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/5291_337545_1.webp
Pets place,Hond,Apotheek,PUUR Natuur,Puur Natuur Glucosamine Compleet Hond&Kat - Voedingssupplement - Gewrichten - Spieren - 500 g,"71,99","71,99",0,Alle Leeftijden,https://www.petsplace.nl/puur-natuur-glucosamine-compleet-hond-kat-voedingssupplement-gewrichten-spieren-m-8718182710168-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/7219_337546_1.webp
Pets place,Hond,Apotheek,Flea Free,Flea Free Omgevingsspray - Anti vlooienmiddel - 400 ml,"15,29","15,29",0,Alle Leeftijden,https://www.petsplace.nl/flea-free-omgevingsspray-anti-vlooienmiddel-8713112002979-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/0/4/1659_040507_1.webp
Pets place,Hond,Apotheek,Adaptil,Adaptil Chews - Kauwsnack - Anti stressmiddel - 30 tab,"34,95","34,95",0,Alle Leeftijden,https://www.petsplace.nl/adaptil-chews-kauwsnack-anti-stressmiddel-3411113084417-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/6158_30018639_1.webp
Pets place,Hond,Apotheek,PUUR Natuur,Puur Natuur Probiotica - Voedingssupplement - Darmen - 50 g,"29,49","29,49",0,Alle Leeftijden,https://www.petsplace.nl/puur-natuur-probiotica-voedingssupplement-darmen-8718182710878-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/4734_337558_1.webp
Pets place,Hond,Apotheek,Bolfo,Bolfo Mand En Tapijtspray - Anti vlooienmiddel - 400 ml,"12,79","12,79",0,Alle Leeftijden,https://www.petsplace.nl/bolfo-mand-en-tapijtspray-anti-vlooienmiddel-4007221039204-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/8014_110344_1.webp
Pets place,Hond,Apotheek,No Worm,No Worm Pro Kleine Hond & Puppy - Anti wormenmiddel - 4 tab Vanaf 0.5 Kg - Vanaf 2 Weken,"10,99","10,99",0,Alle Leeftijden,https://www.petsplace.nl/no-worm-pro-kleine-hond-puppy-anti-wormenmiddel-8713112003853-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/1204_335487_1.webp
